Sentence,label
別にウイルス単体の毒性が高まった訳でもないのにデマ撒いたり過剰に騒ぎまくってた某大型保守垢をマンセーする人々…… ,1
トイペと違って食品は腐るから買い占めそんなに長引きはしないだろうというのが救いよな ,3
ロッカー開けたらアイテムあるかと思いきやゾンビが倒れてきた時はマジでちびった ,2
引きこもりま?????ス ,0
来週自宅待機になった??????????????? ,0
自分が感染していると思え、本当にそう。職場でもご飯食べる時以外マスクしてる私えらい。褒めて欲しい ,1
東京から逃げ出すバカ増える前にとっとと封鎖してほしい 他県に迷惑かけんな ,1
買って職場に持っていこうかな? 日持ちするし ,3
ラクレット美味そうだけどたかーい… ,2
タレに漬けたジンギスカンくいて? ,3
俺はコロナだ男さんも愛知なのwww ,0
不死身のデカブツの正体が分からない。自分でウイルス取り込んだ人かな？ ,0
リッカーやタイラント(？)よりゾンビの方が余程怖い…… ,0
亡くなってしまったか ,2
医療従事者が淡々と現場での危機感を発信するのはいいと思うけど本人が個人的にパニってんのをツイートすんのは良くないと思うわ ,1
いやそれで花見してるパリピやパチ並び1億年やってる人達が家にひきこもってくれんならいいと思うけど ,3
バイオre2、レオン編だけで6時間くらいで終わってボリューム足りないみたいなレビュー見たんだけど全然終わらんのやが ,2
夫テレワークで私は自宅待機ニートなのでコーヒー淹れたりお昼ご飯作ってる。私ってば優秀? ,0
咳から血の匂いしてやっとアレなんか流石におかしい？みたいになって受診するという ,2
まあそういうこと分からない人のために薬機法があるわけだけれども… ,0
アッヒョヒョ！！！ファ????????！！！！！！！！！！！！！みたいな鳴き声しとる ,0
下の階のパリピ男女の笑い声いっつもうるさいからトロンボーン買って重低音を床に向かってお見舞したい ,1
反ワクがどういう反応するか見たいから早く新コロワクチン出来上がって欲しい ,3
薬屋のひとりごと、アニメ化するんじゃないかなあと思っている 面白いもんね ,3
バイオre2はもうやりたくない………怖すぎるし初見殺し多すぎた……re4待ってます……………… ,2
ちょめいなかたがたがにおいやあじがわからないというしょうじょうだけでぽりめらーぜれんさはんのうほうによるけんさをうけられているの、じょうきゅうこくみんだからどうとかではなく、かんせんけいろがおおっぴらにいえないからそういうことにしているといっているひとがいて、ああ??なるほどって ,0
多分こういうことではあるんだろうけどこれでDgSのマスク買い占め抑制に効果があるかは…… ,0
今日だけ出社って先週言われてたんだけど方針変わって今週全休だったの連絡来てなくて出社したら誰もいなかったんだよ 腹立つからたぴ買って帰るわ ,1
いやたぴやめとこか… ,2
なんか最近結核ちょいちょい見るな… ,0
バイオ6よくわからない………勝手に進んでいく……マップ探索の楽しみがない……謎解きもない…… ,2
勝ち戦の恋愛しかしてないと負け戦の攻略方法わからないのかな…だからキモいアプローチになっちゃうのかな…（あいのり） ,2
ベッキーが視聴者の気持ち全部ズバズバ言ってくれるからな?????? ,3
うーじーはハスキーと付き合ってバチバチに調教された方がいい ,3
コロナ離婚か………在宅勤務になったり飲み会自粛になった夫の会社は現状にきちんと対応出来ている企業だなって思うし不満要素がない 本人は外出られなくてしんどそうだけど ,0
そういえば来週も自宅待機になりました ,0
でも東京の中心地とかマジで人多すぎてカッペにはキツいんよな 行くだけで疲れる ,2
うわ緊急事態宣言出す流れになってるからスーパー激混みしそう……… ,2
中華料理作る時にいっつも料理酒使ってたんだけど、紹興酒にするだけで全然違うよ！と言われて騙されたと思って使ってみたらもう紹興酒しか使えなくなってしまった ,0
これは愛知可哀想すぎて ,2
ヒカキン嘘字幕でヒカキンに興味が出たならヒカキンの普通の動画みたら期待外れかもしれない…… ,3
青森の友人、新コロ持ち込んだ人間の情報すぐ拡声器おばちゃんが広めて村八分になってるって言ってたな ,0
スーパーのレジでバイトしてた時、袋にお入れしますか？って聞こうとしてお風呂に入れますか？って聞いたことがある（お風呂に入れるわけがない） ,0
5月まで自宅待機かねこれは ,2
街中にN95マスクつけてるマンおるのマジか…… ,0
あとやっぱりパウダリーはぽるじょがきになる ,3
X落とせるようになるんかな ,3
おさんぽがてらハミマのいちごみるく探しに行くか ,3
これ上級国民飲料ですわ ,0
これ斗缶で売った方がいいよ ,3
あったまいて ,2
バイオ楽しくなってきちゃった ,0
ここまでお手本通りなのは最早わざとなのではとか思っちゃう ,3
精度の高い抗体検査があるなら受けたいかなあ ,3
寝取り女さんていだぶ戻ってきてて垢でも売って中身変わってんのかなって思ってたけどどうやら変わっていないことを確認した まる ,3
生活リズムガタガタだったのが昨日普通に23時に眠くなって6時に目覚めるという。仕事もないからアラームかけてないのに。メチコ飲んでた時より余程効果ある牛乳 ,0
目盛り合わせるのもチップ外すのもかたいんだよなあ エッペンがあればエッペン使ってしまう ,2
バイトre2 ,3
テラハは少しは恋愛のお手本になりうる スタジオの反応でこれをやっていいのかやっちゃダメなのか客観的に理解することが出来るため(社長アンチ並感) ,0
